employee_uuid,employee_id,name,department,role,office_location,work_start_time,work_end_time,allowed_devices,preferred_browser,preferred_os,vpn_probability,access_level,behavior_profile
639fc471-d975-4f00-95ab-a8ae9112fbc0,EMP-0047,Cynthia Perez,Finance,Treasurer,Tokyo,10:00,19:00,DEV-0083,Firefox,Windows,0.15,Medium,"{""working_hours"": [10, 19], ""login_hour_distribution"": {""0"": 0.04, ""1"": 0.03, ""2"": 0.05, ""3"": 0.01, ""4"": 0.03, ""5"": 0.04, ""6"": 0.02, ""7"": 0.04, ""8"": 0.05, ""9"": 0.3, ""10"": 0.94, ""11"": 0.81, ""12"": 0.85, ""13"": 0.98, ""14"": 0.89, ""15"": 0.86, ""16"": 0.97, ""17"": 0.88, ""18"": 0.92, ""19"": 0.37, ""20"": 0.01, ""21"": 0.03, ""22"": 0.04, ""23"": 0.04}, ""resource_probabilities"": {""Payroll"": 0.12, ""FinanceDB"": 0.14, ""Email"": 0.88, ""GitHub"": 0.0, ""Jira"": 0.26, ""Slack"": 0.28, ""FileServer"": 0.18, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.13, ""Confluence"": 0.1, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.78, ""Accounting"": 0.79, ""Invoices"": 0.77, ""Meetings"": 0.02, ""Analytics"": 0.15, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 1.0}, ""average_session_length"": 59.4, ""session_length_stddev"": 8, ""average_actions"": 22, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
06b919aa-1a71-47c7-a875-9545832f52c4,EMP-0048,Rodney Perry,IT,Systems Administrator,London,09:00,19:00,DEV-0084;DEV-0085;DEV-0086,Firefox,Linux,0.6,High,"{""working_hours"": [9, 19], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.03, ""2"": 0.02, ""3"": 0.03, ""4"": 0.01, ""5"": 0.05, ""6"": 0.05, ""7"": 0.05, ""8"": 0.34, ""9"": 0.83, ""10"": 0.87, ""11"": 0.82, ""12"": 0.85, ""13"": 0.89, ""14"": 0.81, ""15"": 0.88, ""16"": 0.88, ""17"": 0.89, ""18"": 0.81, ""19"": 0.26, ""20"": 0.02, ""21"": 0.04, ""22"": 0.03, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.13, ""FinanceDB"": 0.18, ""Email"": 0.34, ""GitHub"": 0.18, ""Jira"": 0.26, ""Slack"": 0.3, ""FileServer"": 0.78, ""HRPortal"": 0.18, ""CRM"": 0.3, ""AdminConsole"": 0.91, ""Servers"": 0.94, ""VPN"": 0.73, ""Confluence"": 0.18, ""Terminal"": 0.34, ""HRMS"": 0.15, ""EmployeeRecords"": 0.18, ""ERP"": 0.34, ""Accounting"": 0.34, ""Invoices"": 0.17, ""Meetings"": 0.27, ""Analytics"": 0.22, ""CampaignDashboard"": 0.24, ""Monitoring"": 0.76, ""Firewall"": 0.79}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.5, ""Edge"": 0.0, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 0.6666666666666665, ""Laptop"": 0.33333333333333354}, ""average_session_length"": 99.8, ""session_length_stddev"": 8, ""average_actions"": 17, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
905881df-ee9b-43e1-9d27-c09a5d71a898,EMP-0049,Jennifer Thompson,IT,Helpdesk Support,Munich,09:00,19:00,DEV-0087;DEV-0088;DEV-0089,Firefox,Linux,0.6,Low,"{""working_hours"": [9, 19], ""login_hour_distribution"": {""0"": 0.01, ""1"": 0.04, ""2"": 0.05, ""3"": 0.02, ""4"": 0.04, ""5"": 0.04, ""6"": 0.01, ""7"": 0.04, ""8"": 0.4, ""9"": 0.92, ""10"": 0.83, ""11"": 0.85, ""12"": 0.85, ""13"": 0.83, ""14"": 0.88, ""15"": 0.87, ""16"": 0.88, ""17"": 0.91, ""18"": 0.9, ""19"": 0.33, ""20"": 0.05, ""21"": 0.04, ""22"": 0.03, ""23"": 0.01}, ""resource_probabilities"": {""Payroll"": 0.34, ""FinanceDB"": 0.28, ""Email"": 0.3, ""GitHub"": 0.25, ""Jira"": 0.33, ""Slack"": 0.13, ""FileServer"": 0.76, ""HRPortal"": 0.27, ""CRM"": 0.14, ""AdminConsole"": 0.85, ""Servers"": 0.84, ""VPN"": 0.86, ""Confluence"": 0.26, ""Terminal"": 0.34, ""HRMS"": 0.18, ""EmployeeRecords"": 0.3, ""ERP"": 0.13, ""Accounting"": 0.12, ""Invoices"": 0.16, ""Meetings"": 0.29, ""Analytics"": 0.24, ""CampaignDashboard"": 0.27, ""Monitoring"": 0.76, ""Firewall"": 0.79}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.5, ""Edge"": 0.0, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 2.333333333333333, ""Mobile"": -1.3333333333333328}, ""average_session_length"": 60.9, ""session_length_stddev"": 8, ""average_actions"": 26, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
2697384d-801e-4690-b0c0-7fcc96add4df,EMP-0050,Joseph Torres,Engineering,DevOps Engineer,New York,09:00,18:00,DEV-0090;DEV-0091,Chrome,Linux,0.45,Medium,"{""working_hours"": [9, 18], ""login_hour_distribution"": {""0"": 0.05, ""1"": 0.01, ""2"": 0.05, ""3"": 0.02, ""4"": 0.02, ""5"": 0.03, ""6"": 0.02, ""7"": 0.03, ""8"": 0.32, ""9"": 0.88, ""10"": 0.93, ""11"": 0.86, ""12"": 0.85, ""13"": 0.95, ""14"": 0.82, ""15"": 0.95, ""16"": 0.92, ""17"": 0.92, ""18"": 0.24, ""19"": 0.05, ""20"": 0.02, ""21"": 0.02, ""22"": 0.02, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.34, ""GitHub"": 0.76, ""Jira"": 0.8, ""Slack"": 0.75, ""FileServer"": 0.26, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.21, ""Confluence"": 0.71, ""Terminal"": 0.85, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.15, ""Analytics"": 0.0, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.5, ""Edge"": 0.0, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 0.7, ""Mobile"": 0.30000000000000004}, ""average_session_length"": 75.1, ""session_length_stddev"": 8, ""average_actions"": 17, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
34ae4abd-36fc-40ac-b469-8db30123a348,EMP-0051,Richard Griffin,Finance,Treasurer,New York,10:00,19:00,DEV-0092;DEV-0093,Firefox,Windows,0.15,Medium,"{""working_hours"": [10, 19], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.02, ""2"": 0.03, ""3"": 0.02, ""4"": 0.04, ""5"": 0.03, ""6"": 0.04, ""7"": 0.03, ""8"": 0.03, ""9"": 0.35, ""10"": 0.86, ""11"": 0.95, ""12"": 0.91, ""13"": 0.95, ""14"": 0.93, ""15"": 0.85, ""16"": 0.91, ""17"": 0.82, ""18"": 0.82, ""19"": 0.23, ""20"": 0.02, ""21"": 0.02, ""22"": 0.04, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.2, ""FinanceDB"": 0.13, ""Email"": 0.8, ""GitHub"": 0.0, ""Jira"": 0.15, ""Slack"": 0.26, ""FileServer"": 0.27, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.26, ""Confluence"": 0.35, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.84, ""Accounting"": 0.82, ""Invoices"": 0.74, ""Meetings"": 0.02, ""Analytics"": 0.21, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 0.2, ""Laptop"": 0.8}, ""average_session_length"": 15.9, ""session_length_stddev"": 8, ""average_actions"": 16, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
22f3f068-7c0f-449d-8274-0f73f3abea0d,EMP-0052,Matthew Wilson,Engineering,QA Engineer,Tokyo,10:00,19:00,DEV-0094;DEV-0095;DEV-0096,Chrome,macOS,0.45,Low,"{""working_hours"": [10, 19], ""login_hour_distribution"": {""0"": 0.04, ""1"": 0.03, ""2"": 0.04, ""3"": 0.03, ""4"": 0.01, ""5"": 0.01, ""6"": 0.04, ""7"": 0.02, ""8"": 0.02, ""9"": 0.33, ""10"": 0.83, ""11"": 0.88, ""12"": 0.93, ""13"": 0.94, ""14"": 0.9, ""15"": 0.82, ""16"": 0.82, ""17"": 0.94, ""18"": 0.95, ""19"": 0.29, ""20"": 0.04, ""21"": 0.01, ""22"": 0.04, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.35, ""GitHub"": 0.73, ""Jira"": 0.91, ""Slack"": 0.89, ""FileServer"": 0.17, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.35, ""Confluence"": 0.81, ""Terminal"": 0.79, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.3, ""Analytics"": 0.0, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.1, ""Edge"": 0.0, ""Safari"": 0.4}, ""device_probabilities"": {""Desktop"": 0.6666666666666665, ""Laptop"": 0.33333333333333354}, ""average_session_length"": 58.3, ""session_length_stddev"": 8, ""average_actions"": 8, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
35ba9357-3ca8-4f31-8fd7-f3b9c68fcba5,EMP-0053,Mrs. Erica Alvarado DVM,IT,IT Director,London,09:00,19:00,DEV-0097,Chrome,Windows,0.6,Critical,"{""working_hours"": [9, 19], ""login_hour_distribution"": {""0"": 0.03, ""1"": 0.04, ""2"": 0.04, ""3"": 0.04, ""4"": 0.03, ""5"": 0.03, ""6"": 0.03, ""7"": 0.02, ""8"": 0.44, ""9"": 0.85, ""10"": 0.9, ""11"": 0.97, ""12"": 0.89, ""13"": 0.96, ""14"": 0.95, ""15"": 0.82, ""16"": 0.94, ""17"": 0.87, ""18"": 0.81, ""19"": 0.27, ""20"": 0.04, ""21"": 0.04, ""22"": 0.02, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.18, ""FinanceDB"": 0.16, ""Email"": 0.31, ""GitHub"": 0.2, ""Jira"": 0.14, ""Slack"": 0.26, ""FileServer"": 0.86, ""HRPortal"": 0.19, ""CRM"": 0.12, ""AdminConsole"": 0.9, ""Servers"": 0.89, ""VPN"": 0.8, ""Confluence"": 0.29, ""Terminal"": 0.27, ""HRMS"": 0.32, ""EmployeeRecords"": 0.21, ""ERP"": 0.22, ""Accounting"": 0.25, ""Invoices"": 0.32, ""Meetings"": 0.31, ""Analytics"": 0.12, ""CampaignDashboard"": 0.34, ""Monitoring"": 0.86, ""Firewall"": 0.87}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 103.5, ""session_length_stddev"": 8, ""average_actions"": 30, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
f7d7465d-37c3-43c9-a5d0-b51788d00abd,EMP-0054,Christopher Hawkins,IT,Security Analyst,San Francisco,08:00,18:00,DEV-0098,Firefox,Linux,0.6,High,"{""working_hours"": [8, 18], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.03, ""2"": 0.03, ""3"": 0.03, ""4"": 0.02, ""5"": 0.04, ""6"": 0.01, ""7"": 0.22, ""8"": 0.94, ""9"": 0.88, ""10"": 0.82, ""11"": 0.95, ""12"": 0.88, ""13"": 0.8, ""14"": 0.97, ""15"": 0.84, ""16"": 0.92, ""17"": 0.82, ""18"": 0.36, ""19"": 0.02, ""20"": 0.05, ""21"": 0.02, ""22"": 0.04, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.19, ""FinanceDB"": 0.33, ""Email"": 0.14, ""GitHub"": 0.2, ""Jira"": 0.18, ""Slack"": 0.27, ""FileServer"": 0.76, ""HRPortal"": 0.26, ""CRM"": 0.28, ""AdminConsole"": 0.7, ""Servers"": 0.82, ""VPN"": 0.73, ""Confluence"": 0.16, ""Terminal"": 0.27, ""HRMS"": 0.1, ""EmployeeRecords"": 0.27, ""ERP"": 0.3, ""Accounting"": 0.35, ""Invoices"": 0.21, ""Meetings"": 0.13, ""Analytics"": 0.12, ""CampaignDashboard"": 0.2, ""Monitoring"": 0.88, ""Firewall"": 0.73}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.5, ""Edge"": 0.0, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 1.0}, ""average_session_length"": 44.5, ""session_length_stddev"": 8, ""average_actions"": 14, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
d038e153-c601-418b-a1fa-01ba231ae7c7,EMP-0055,Carol Wells,Sales,Account Executive,San Francisco,07:00,16:00,DEV-0099,Chrome,Windows,0.7,Medium,"{""working_hours"": [7, 16], ""login_hour_distribution"": {""0"": 0.04, ""1"": 0.03, ""2"": 0.04, ""3"": 0.04, ""4"": 0.02, ""5"": 0.03, ""6"": 0.37, ""7"": 0.95, ""8"": 0.82, ""9"": 0.82, ""10"": 0.94, ""11"": 0.91, ""12"": 0.87, ""13"": 0.97, ""14"": 0.86, ""15"": 0.83, ""16"": 0.27, ""17"": 0.01, ""18"": 0.03, ""19"": 0.03, ""20"": 0.03, ""21"": 0.04, ""22"": 0.04, ""23"": 0.04}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.86, ""GitHub"": 0.0, ""Jira"": 0.18, ""Slack"": 0.83, ""FileServer"": 0.0, ""HRPortal"": 0.0, ""CRM"": 0.83, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.29, ""Confluence"": 0.17, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.71, ""Analytics"": 0.32, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 1.0}, ""average_session_length"": 115.0, ""session_length_stddev"": 8, ""average_actions"": 20, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
7fe4a42e-3db7-48a6-9cdc-c4c262c965b2,EMP-0056,Jay Todd,Finance,Accountant,Munich,08:00,17:00,DEV-0100,Firefox,macOS,0.15,Low,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.04, ""2"": 0.03, ""3"": 0.02, ""4"": 0.04, ""5"": 0.04, ""6"": 0.05, ""7"": 0.39, ""8"": 0.8, ""9"": 0.81, ""10"": 0.85, ""11"": 0.81, ""12"": 0.81, ""13"": 0.94, ""14"": 0.89, ""15"": 0.91, ""16"": 0.89, ""17"": 0.3, ""18"": 0.04, ""19"": 0.01, ""20"": 0.03, ""21"": 0.03, ""22"": 0.02, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.23, ""FinanceDB"": 0.15, ""Email"": 0.9, ""GitHub"": 0.0, ""Jira"": 0.23, ""Slack"": 0.2, ""FileServer"": 0.26, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.31, ""Confluence"": 0.27, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.72, ""Accounting"": 0.87, ""Invoices"": 0.88, ""Meetings"": 0.04, ""Analytics"": 0.11, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.1, ""Edge"": 0.0, ""Safari"": 0.4}, ""device_probabilities"": {""Desktop"": 1.0}, ""average_session_length"": 19.5, ""session_length_stddev"": 8, ""average_actions"": 18, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
9bdc70d1-9cbf-4b8c-b410-2d5d1db14bfc,EMP-0057,Bradley Mays,Marketing,Marketing Coordinator,London,10:00,19:00,DEV-0101,Safari,macOS,0.2,Low,"{""working_hours"": [10, 19], ""login_hour_distribution"": {""0"": 0.01, ""1"": 0.04, ""2"": 0.04, ""3"": 0.02, ""4"": 0.05, ""5"": 0.03, ""6"": 0.04, ""7"": 0.04, ""8"": 0.02, ""9"": 0.23, ""10"": 0.94, ""11"": 0.85, ""12"": 0.96, ""13"": 0.94, ""14"": 0.81, ""15"": 0.95, ""16"": 0.85, ""17"": 0.81, ""18"": 0.93, ""19"": 0.34, ""20"": 0.01, ""21"": 0.03, ""22"": 0.02, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.84, ""GitHub"": 0.0, ""Jira"": 0.19, ""Slack"": 0.76, ""FileServer"": 0.01, ""HRPortal"": 0.0, ""CRM"": 0.84, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.28, ""Confluence"": 0.16, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.23, ""Analytics"": 0.71, ""CampaignDashboard"": 0.92, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.1, ""Edge"": 0.0, ""Safari"": 0.4}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 36.9, ""session_length_stddev"": 8, ""average_actions"": 20, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
266bf2ea-eb93-478c-a20a-f1585d2d904f,EMP-0058,Troy Peterson,Marketing,Marketing Specialist,New York,10:00,19:00,DEV-0102,Safari,macOS,0.2,Medium,"{""working_hours"": [10, 19], ""login_hour_distribution"": {""0"": 0.04, ""1"": 0.02, ""2"": 0.02, ""3"": 0.05, ""4"": 0.02, ""5"": 0.04, ""6"": 0.03, ""7"": 0.01, ""8"": 0.04, ""9"": 0.21, ""10"": 0.84, ""11"": 0.89, ""12"": 0.81, ""13"": 0.87, ""14"": 0.96, ""15"": 0.96, ""16"": 0.94, ""17"": 0.86, ""18"": 0.82, ""19"": 0.31, ""20"": 0.02, ""21"": 0.02, ""22"": 0.04, ""23"": 0.04}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.76, ""GitHub"": 0.0, ""Jira"": 0.19, ""Slack"": 0.94, ""FileServer"": 0.05, ""HRPortal"": 0.0, ""CRM"": 0.89, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.28, ""Confluence"": 0.24, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.3, ""Analytics"": 0.74, ""CampaignDashboard"": 0.93, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.1, ""Edge"": 0.0, ""Safari"": 0.4}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 12.6, ""session_length_stddev"": 8, ""average_actions"": 22, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
b186a5a8-d6ee-426b-a2cd-159058af393c,EMP-0059,Andre Banks,Engineering,Software Engineer,London,08:00,17:00,DEV-0103,Chrome,macOS,0.45,Medium,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.04, ""1"": 0.02, ""2"": 0.02, ""3"": 0.05, ""4"": 0.03, ""5"": 0.05, ""6"": 0.05, ""7"": 0.24, ""8"": 0.85, ""9"": 0.81, ""10"": 0.84, ""11"": 0.95, ""12"": 0.87, ""13"": 0.96, ""14"": 0.88, ""15"": 0.93, ""16"": 0.9, ""17"": 0.33, ""18"": 0.04, ""19"": 0.03, ""20"": 0.03, ""21"": 0.01, ""22"": 0.04, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.17, ""GitHub"": 0.91, ""Jira"": 0.93, ""Slack"": 0.8, ""FileServer"": 0.31, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.18, ""Confluence"": 0.81, ""Terminal"": 0.76, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.34, ""Analytics"": 0.0, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.5, ""Firefox"": 0.1, ""Edge"": 0.0, ""Safari"": 0.4}, ""device_probabilities"": {""Laptop"": 1.0}, ""average_session_length"": 25.0, ""session_length_stddev"": 8, ""average_actions"": 29, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
1b0c62eb-27c8-4c6c-9be5-a4c395af6d0c,EMP-0060,Shannon Munoz DVM,Finance,Finance Analyst,Tokyo,09:00,18:00,DEV-0104;DEV-0105,Chrome,Windows,0.15,Medium,"{""working_hours"": [9, 18], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.04, ""2"": 0.03, ""3"": 0.03, ""4"": 0.04, ""5"": 0.01, ""6"": 0.04, ""7"": 0.02, ""8"": 0.38, ""9"": 0.91, ""10"": 0.84, ""11"": 0.95, ""12"": 0.83, ""13"": 0.93, ""14"": 0.97, ""15"": 0.87, ""16"": 0.81, ""17"": 0.85, ""18"": 0.41, ""19"": 0.02, ""20"": 0.05, ""21"": 0.04, ""22"": 0.03, ""23"": 0.03}, ""resource_probabilities"": {""Payroll"": 0.12, ""FinanceDB"": 0.13, ""Email"": 0.9, ""GitHub"": 0.0, ""Jira"": 0.13, ""Slack"": 0.12, ""FileServer"": 0.3, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.16, ""Confluence"": 0.15, ""Terminal"": 0.0, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.8, ""Accounting"": 0.87, ""Invoices"": 0.93, ""Meetings"": 0.01, ""Analytics"": 0.25, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 0.2, ""Laptop"": 0.8}, ""average_session_length"": 110.9, ""session_length_stddev"": 8, ""average_actions"": 7, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
329fc417-1081-4d45-bf45-f8a20594b24f,EMP-0061,Jose Shaffer,Engineering,Engineering Manager,San Francisco,08:00,17:00,DEV-0106;DEV-0107;DEV-0108,Edge,Windows,0.45,High,"{""working_hours"": [8, 17], ""login_hour_distribution"": {""0"": 0.02, ""1"": 0.01, ""2"": 0.03, ""3"": 0.02, ""4"": 0.03, ""5"": 0.04, ""6"": 0.03, ""7"": 0.21, ""8"": 0.92, ""9"": 0.83, ""10"": 0.84, ""11"": 0.83, ""12"": 0.85, ""13"": 0.96, ""14"": 0.81, ""15"": 0.91, ""16"": 0.84, ""17"": 0.27, ""18"": 0.03, ""19"": 0.03, ""20"": 0.01, ""21"": 0.02, ""22"": 0.02, ""23"": 0.02}, ""resource_probabilities"": {""Payroll"": 0.0, ""FinanceDB"": 0.0, ""Email"": 0.32, ""GitHub"": 0.83, ""Jira"": 0.86, ""Slack"": 0.9, ""FileServer"": 0.3, ""HRPortal"": 0.0, ""CRM"": 0.0, ""AdminConsole"": 0.0, ""Servers"": 0.0, ""VPN"": 0.35, ""Confluence"": 0.9, ""Terminal"": 0.79, ""HRMS"": 0.0, ""EmployeeRecords"": 0.0, ""ERP"": 0.0, ""Accounting"": 0.0, ""Invoices"": 0.0, ""Meetings"": 0.24, ""Analytics"": 0.0, ""CampaignDashboard"": 0.0, ""Monitoring"": 0.0, ""Firewall"": 0.0}, ""browser_probabilities"": {""Chrome"": 0.6, ""Firefox"": 0.15, ""Edge"": 0.25, ""Safari"": 0.0}, ""device_probabilities"": {""Desktop"": 0.6666666666666665, ""Laptop"": 0.33333333333333354}, ""average_session_length"": 63.3, ""session_length_stddev"": 8, ""average_actions"": 23, ""actions_stddev"": 3, ""average_sessions_per_day"": 3, ""remote_work_probability"": 0.25}"
